Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Saturday Night,2024,Jason Reitman,"['Gabriel LaBelle', 'Rachel Sennott', 'Cory Michael Smith', 'Ella Hunt', ""Dylan O'Brien"", 'Emily Fairn', 'Matt Wood', 'Lamorne Morris', 'Kim Matula', 'Tommy Dewey', 'Cooper Hoffman', 'Nicholas Braun', 'Andrew Barth Feldman', 'Finn Wolfhard', 'Willem Dafoe', 'Stephen Badalamenti', 'Ellen Boscov', 'John Dinello', 'J.K. Simmons', 'Presley Coley', 'Kaia Gerber', 'Catherine Curtin', 'Nicholas Podany', 'Corinne Britti', 'Justin Matthew Smith', 'Matthew Rhys', 'Taylor Gray', 'Leander Suleiman', 'Mcabe Gregg', 'Kirsty Woodward', 'Jon Batiste', 'Naomi McPherson', 'Brian Welch', 'Paul Rust', 'Josh Brener', 'Tracy Letts', 'Brad Garrett', 'Rowan Joseph', 'Billy Bryk', 'Abraham Hsu', 'Parker Wierling', 'James Logan', 'Robert Wuhl', 'Drew Scheid', 'Martin Garner', 'Jeff Pope', 'Jef Holbrook', 'Jacob Berger', 'Casey Nicholas Price', 'Cassidy Alexandra Kahler', 'Colby West', 'Peter Dawson', 'Mike Platarote Jr.', 'Rob Barnes', 'Grace Barlow', 'Alia Guidry', 'Christian A. Jenkins', 'Raiford Jackson', 'Aidan Patrick Griffin', 'Mark Cyr', 'William C. Tate', 'John Ross', 'Brandon Niederauer', 'Alvin Ford Jr.', 'Cory Henry', 'Nicholas Clark', 'Max Townsley', 'Alexander Glyn Bennett', 'Robert Entous', 'Caroline Raad', 'Zane Shaw', 'Carter Colvin', 'Tristan McGlauchlen', 'Arlo Lachenmeyer', 'John Mayo', 'Lauren Shelfo', 'Dalton Suskie', 'McKinley Horn', 'Anna East', 'Rionna Luck', 'Jamie Day', 'Ted Williams', 'Jeff Witzke']",3.53,nan,"['Drama', 'Comedy']",109,['USA'],English,['English'],"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television forever. This is the story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live.","['Columbia Pictures', 'Right of Way Films']",182415,59285,60173,678,308,815,1280,5344,9204,29492,39529,47259,13678,11535,158444,https://letterboxd.com/film/saturday-night-2024/,https://letterboxd.com/films/ajax/popular/this/year/
The Lord of the Rings: The Return of the King,2003,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'Dominic Monaghan', 'Billy Boyd', 'John Noble', 'David Wenham', 'Miranda Otto', 'Bernard Hill', 'John Rhys-Davies', 'Orlando Bloom', 'Hugo Weaving', 'Liv Tyler', 'Cate Blanchett', 'Karl Urban', 'Ian Holm', 'Sean Bean', 'Lawrence Makoare', 'Marton Csokas', 'Paul Norell', 'Noel Appleby', 'Sarah McLeod', 'Ali Astin', 'Maisy McLeod-Riera', 'David Aston', 'John Bach', 'Sadwyn Brophy', 'Alistair Browning', 'Richard Edge', 'Jason Fitch', 'Bruce Hopkins', 'Ian Hughes', 'Bret McKenzie', 'Bruce Phillips', 'Shane Rangi', 'Todd Rippon', 'Thomas Robins', 'Harry Sinclair', 'Peter Tait', 'Joel Tobeck', 'Stephen Ure', 'Sala Baker', 'Robert Pollock', 'Ross Duncan', 'Pete Smith', 'Jed Brophy', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Alan Howard', 'Jane Abbott', 'Gino Acevedo', 'Aidan Bell', 'Jarl Benzon', 'Jørn Benzon', 'Emma Deakin', 'Michael Elsworth', 'Clint Elvy', 'Zo Hartley', 'Peter Jackson', 'Sandro Kopp', 'Andrew Lesnie', 'Joseph Mika-Hunt', 'Henry Mortensen', 'Craig Parker', 'Rick Porras', 'Christian Rivers', 'Michael Semanick', 'Howard Shore', 'John Stephenson', 'Richard Taylor', 'Royd Tolkien']",4.52,nan,"['Fantasy', 'Adventure', 'Action']",201,"['New Zealand', 'USA']",English,['English'],"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",2320063,290466,811499,67000,1947,5281,1896,14065,10619,72337,68583,266850,207480,724006,1373064,https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/,https://letterboxd.com/films/ajax/popular/this/year/
Harry Potter and the Deathly Hallows: Part 1,2010,David Yates,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Toby Jones', 'Helena Bonham Carter', 'Alan Rickman', 'Ralph Fiennes', 'Bill Nighy', 'Simon McBurney', 'Rhys Ifans', 'Evanna Lynch', 'Andy Linden', 'Guy Henry', 'Jason Isaacs', 'Brendan Gleeson', 'John Hurt', 'Robbie Coltrane', 'David Thewlis', 'Richard Griffiths', 'Julie Walters', 'Michael Gambon', 'Warwick Davis', 'Imelda Staunton', 'Tom Felton', 'Timothy Spall', 'Fiona Shaw', 'Dave Legeno', 'Helen McCrory', 'Nick Moran', 'Peter Mullan', ""David O'Hara"", 'Clémence Poésy', 'Natalia Tena', 'Mark Williams', 'Bonnie Wright', 'Harry Melling', 'Ian Kelly', 'Michelle Fairley', 'Carolyn Pickles', 'Graham Duff', 'Arben Bajraktaraj', 'Rod Hunt', 'Suzie Toase', 'Ralph Ineson', 'Adrian Annis', 'Emil Hostina', 'Paul Khanna', 'Richard Strange', 'Anthony John Crocker', 'Peter G. Reed', 'Granville Saxton', 'Judith Sharp', 'Ashley McGuire', 'Penelope McGhie', 'Bob Yves Van Hellenberg Hubar', 'Tony Kirwood', 'David Ryall', 'James Phelps', 'Oliver Phelps', 'George Harris', 'Domhnall Gleeson', 'Frances de la Tour', 'Matyelok Gibbs', 'Eva Alexander', 'Matthew Lewis', 'Jon Campling', 'Devon Murray', 'William Melling', 'Simon Grover', 'Freddie Stroma', 'Isabella Laughland', 'Jessie Cave', 'Anna Shaffer', 'Josh Herdman', 'Amber Evans', 'Ruby Evans', 'Katie Leung', 'Georgina Leonidas', 'Louis Cordice', 'Scarlett Hefner', 'Afshan Azad', 'Steffan Rhodri', 'Sophie Thompson', 'Daniel Tuite', 'Daisy Haggard', 'George Potts', 'Rose Keegan', 'Ned Dennehy', 'Kate Fleetwood', 'Daniel Hill', 'Rade Šerbedžija', 'Jamie Campbell Bower', 'Hazel Douglas', 'Adrian Rawlins', 'Geraldine Somerville', 'Miranda Richardson', 'Michael Byrne', 'Samuel Roukin', 'Toby Regbo', 'Lewis Young', 'Regé-Jean Page']",3.71,nan,"['Fantasy', 'Adventure']",146,"['UK', 'USA']",English,['English'],"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","['Warner Bros. Pictures', 'Heyday Films']",2429746,173518,510798,1900,3917,10384,7901,41790,51252,219205,214729,349566,92782,212809,1204335,https://letterboxd.com/film/harry-potter-and-the-deathly-hallows-part-1/,https://letterboxd.com/films/ajax/popular/this/year/
Sonic the Hedgehog 2,2022,Jeff Fowler,"['Ben Schwartz', 'James Marsden', 'Tika Sumpter', ""Colleen O'Shaughnessey"", 'Idris Elba', 'Jim Carrey', 'Natasha Rothwell', 'Adam Pally', 'Shemar Moore', 'Lee Majdoub', 'Melody Nosipho Niemann', 'Tom Butler', 'Brad Kalilimoku', 'Krista Alvarez', 'Donna Jay Fulks', 'Scott Patey', 'Leif Havdale', 'Johnson Phan', 'Colby Chartrand', 'Kevin Fortin', 'Jeff Sanca', 'Sook Hexamer', 'Maria Ameerali', 'Kyle Riefsnyder', 'Parker Rowell-Laferriere', 'Tammy Nera', 'Gerald Paetz', 'Corry Glass', 'David Jacox', 'Mike Mitchell', 'Heath Stevenson', 'Doug Chapman', 'Rhys Williams', 'Nilo Ghajar', 'Don Lew', 'Elizabeth Bowen', 'Vladimir Ruzich', 'Shay Kuebler', 'Keiran Bohay', 'Kevin Mylrea', 'Jared Khalifa', 'Aiden Cass', 'Andrew Kyrzyk', 'Stanislav Galimkhanov', 'Shaun Magee', 'Alex Bogomolov', 'Shawn Stewart', 'Barry Nerling', 'Simon Chin', 'Vladimir Raiman', 'Yvetta Fisher', 'Adrian Hein', 'Jess Lundgren', 'Steve Chang', 'Ted Barba', 'Brennan Dyson', 'Saida Dyson', 'Katie Wright Pere', ""Ha'a Keaulana"", 'Quinn Early', 'Cheryl Lewis', 'Angela Meryl', 'Ashlei Tave', 'Mariah Dyson', 'Tavita Woodard', 'Ernie Jackson', ""Rob 'Sluggo' Boyce"", 'Robert Zen Humpage', 'Fraser Corbett', 'Marcus Aurelio', 'Jason Triplett', 'Eli Olson', 'Mike Rufino', 'Nito Larioza', 'Chad Keaulana', 'Sarah Surh', 'Paul Lazenby']",3.08,nan,"['Action', 'Adventure', 'Family', 'Comedy']",123,"['Japan', 'USA']",English,['English'],"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount Pictures', 'SEGA', 'SEGA of America']",359585,61566,87635,1500,2178,5248,6604,22094,31295,76147,57093,44035,9989,18546,273229,https://letterboxd.com/film/sonic-the-hedgehog-2/,https://letterboxd.com/films/ajax/popular/this/year/
The Godfather,1972,Francis Ford Coppola,"['Marlon Brando', 'Al Pacino', 'James Caan', 'Robert Duvall', 'Richard S. Castellano', 'Diane Keaton', 'Talia Shire', 'Gianni Russo', 'Sterling Hayden', 'John Marley', 'Richard Conte', 'Al Lettieri', 'Abe Vigoda', 'John Cazale', 'Rudy Bond', 'Al Martino', 'Morgana King', 'Lenny Montana', 'John Martino', 'Salvatore Corsitto', 'Richard Bright', 'Alex Rocco', 'Tony Giorgio', 'Vito Scotti', 'Tere Livrano', 'Victor Rendina', 'Jeannie Linero', 'Julie Gregg', 'Ardell Sheridan', 'Simonetta Stefanelli', 'Angelo Infanti', 'Corrado Gaipa', 'Franco Citti', 'Saro Urzì', 'Roman Coppola', 'Sofia Coppola', 'Don Costello', 'Italia Coppola', 'Gray Frederickson', 'Ron Gilbert', 'Sonny Grosso', 'Louis Guss', 'Randy Jurgensen', 'Tony King', 'Tony Lip', 'Joe Lo Grippo', 'Lou Martini Jr.', 'Raymond Martino', 'Joseph Medaglia', 'Carol Morley', 'Rick Petrucelli', 'Sal Richards', 'Tom Rosqui', 'Frank Sivero', 'Filomena Spagnuolo', 'Joe Spinell', 'Gabriele Torrei', 'Nick Vallelonga', 'Conrad Yama']",4.54,nan,"['Crime', 'Drama']",175,['USA'],English,"['English', 'Latin', 'Italian']","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","['Paramount Pictures', 'Alfran Productions']",2468213,397451,982480,79000,4534,6693,2643,15401,11037,69547,70125,309281,259246,894463,1642970,https://letterboxd.com/film/the-godfather/,https://letterboxd.com/films/ajax/popular/this/year/
Furiosa: A Mad Max Saga,2024,George Miller,"['Anya Taylor-Joy', 'Chris Hemsworth', 'Tom Burke', 'Alyla Browne', 'George Shevtsov', 'Lachy Hulme', 'John Howard', 'Angus Sampson', 'Charlee Fraser', 'Elsa Pataky', 'Nathan Jones', 'Josh Helman', 'David Field', 'Rahel Romahn', 'David Collins', 'Goran D. Kleut', 'CJ. Bloomfield', 'Matuse Paz', 'Ian Roberts', 'Guy Spence', 'Robert Jones', 'Clarence John Ryan', 'Tim Burns', 'Tim Rogers', 'Florence Mezzara', 'Quaden Bayles', 'Peter Stephens', 'Sean Millis', 'Lee Perry', 'Dylan Adonis', 'David Barnett', 'Anna Adams', 'Peter Sammak', 'Shea Adams', 'Josh Randall', 'Karl Van Moorsel', 'Dawn Klingberg', 'Richard Norton', 'Stephen Amadasun', 'Nick Annas', 'Ripley Voeten', 'Matthew Van Leeve', 'Shane Dundas', 'Jamie Cluff', 'Adam Thompson', 'Shyan Tonga', 'Nellie Collins', 'Adam Washbourne', 'James Corcoran', 'Sasa Vitanovic', 'Tige Sixel Miller', 'Justice Jones', 'Maleeka Gasbarri', 'Keza Ishimwe', 'Nat Buchanan', 'Jacob Tomuri', 'Mark Wales', 'Bryan Probets', 'Danny Lim', 'Darcy Bryce', 'Chudier Gatwech', 'Shivantha Wijesinha', 'Spencer Connelly', 'Ben Smith-Petersen', 'Toby Fuller', 'Jayden Irving', 'Jesse Turner', 'Jon Iles', 'Harrison Norris', 'Ash Hodgkinson', 'Sean Renfrey', 'Xanthia Marinelli', 'Alex Time', 'Daniel Webber', 'Zhou Yeye', 'Nikos Andronicos', 'Kelli Bailey', 'Marcia Coronado', 'Matt De Souza', 'Hiroshi Kasuga', 'Shakriya Tarinyawat', 'Zhang Chongwei']",3.82,nan,"['Science Fiction', 'Adventure', 'Action']",149,"['Australia', 'USA']",English,['English'],"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.","['Warner Bros. Pictures', 'Kennedy Miller Mitchell', 'Domain Entertainment']",877263,198027,289776,1900,1884,4602,4112,18511,25846,91855,144321,271780,119852,71748,754511,https://letterboxd.com/film/furiosa-a-mad-max-saga/,https://letterboxd.com/films/ajax/popular/this/year/
A Different Man,2024,Aaron Schimberg,"['Sebastian Stan', 'Renate Reinsve', 'Adam Pearson', 'Miles G. Jackson', 'Patrick Wang', 'Neal Davidson', 'Jed Rapfogel', 'Marc Geller', 'James Foster, Jr.', 'JJ McGlone', 'Sergio Delavicci', 'Lawrence Arancio', 'Billy Griffith', 'John Klacsmann', 'Cosmo Bjorkenheim', 'John Keating', 'C. Mason Wells', 'Corey Taylor', 'Danielle Burgos', 'Sammy Mena', 'Jon Dieringer', 'Malachi Weir', 'David Joseph Regelmann', 'Nina Marie White', 'Dena Winter', 'Peter D. Straus', 'Cameron Steinfeld', 'Marley Ficalora', 'Cornelius Horgan', 'Doug Barron', 'Stephee Bonifacio', 'Allan Anthony Smith', 'Trenton Hudson', 'Sean Berman', 'Annelise Ogaard', 'Juney Smith', 'Lucy Kaminsky', 'Owen Kline', 'Jarvis Tomdio', 'Ethan Lusk', 'Karoline', 'Liana Runcie', 'Bruce Kitzmeyer', 'Martin Ewens', 'Caroline Golum', 'Eleanore Pienta', 'Hanna Edizel', 'Charlie Korsmo', 'Michael Shannon', 'Christopher Spurrier', 'Katie Takahashi', 'Vanessa McDonnell', 'Rory McGuire', 'Alison Midstokke', 'John Hewson', 'Chrissie Riedhofer', 'Mikaela Moody', 'Emma Easton', 'Aaron Schimberg']",3.83,nan,"['Comedy', 'Drama']",112,['USA'],English,"['English', 'Russian']","Aspiring actor Edward undergoes a radical medical procedure to drastically transform his appearance. But his new dream face quickly turns into a nightmare, as he loses out on the role he was born to play and becomes obsessed with reclaiming what was lost.","['A24', 'Killer Films', 'Grand Motel Films']",111909,52876,39426,557,122,267,365,1574,2778,10696,20772,37588,14726,7211,96099,https://letterboxd.com/film/a-different-man/,https://letterboxd.com/films/ajax/popular/this/year/
Bones and All,2022,Luca Guadagnino,"['Taylor Russell', 'Timothée Chalamet', 'Mark Rylance', 'Anna Cobb', 'André Holland', 'David Gordon Green', 'Michael Stuhlbarg', 'Jessica Harper', 'Chloë Sevigny', 'Kendle Coffey', 'Ellie Parker', 'Madeleine Hall', 'Christine Dye', 'Sean Bridgers', 'Jake Horowitz', 'Marshall Jackson', 'Marcia Dangerfield', 'Burgess Byrd', 'Max Soliz', 'Johanna McGinley', 'Hannah Barlow', 'Claudio Encarnacion Montero', 'Sue Hopkins', 'Aaron J. Gould', 'Brady Gentry', 'Dori Lucas', ""Tom O'Brien"", 'John E. Brownlee', 'Jenny McManus']",3.69,nan,"['Horror', 'Drama', 'Romance']",131,"['Italy', 'USA']",English,['English'],"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.","['Frenesy Film', 'Per Capita Productions', 'MeMo Films', 'The Apartment Pictures', '3 Marys Entertainment', 'Tenderstories', 'Elafilm']",871812,197139,309361,36000,4339,9062,7052,28155,33176,102398,123475,202456,84556,125437,720106,https://letterboxd.com/film/bones-and-all/,https://letterboxd.com/films/ajax/popular/this/year/
Poor Things,2023,Yorgos Lanthimos,"['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe', 'Ramy Youssef', 'Christopher Abbott', 'Suzy Bemba', 'Jerrod Carmichael', 'Kathryn Hunter', 'Vicki Pepperdine', 'Hanna Schygulla', 'Margaret Qualley', 'Jack Barton', 'Charlie Hiscock', 'Attila Dobai', 'Emma Hindle', 'Anders Grundberg', 'Attila Kecskeméthy', 'Jucimar Barbosa', 'Carminho', 'Angela Paula Stander', 'Gustavo Gomes', 'Kate Handford', 'Owen Good', 'Zen Joshua Poisson', 'Vivienne Soan', 'Jerskin Fendrix', 'István Göz', 'Bruna Asdorian', 'Tamás Szabó Sipos', 'Tom Stourton', 'Mascuud Dahir', 'Miles Jovian', 'Jeremy Wheeler', 'János Geréb', 'Patrick de Valette', 'Raphaël Thiéry', 'Boris Gillot', 'Dorina Kovács', 'Yorgos Stefanakos', 'Hubert Benhamdine', 'Laurent Borel', 'Gábor Patay', 'Laurent Winkler', 'Andrew Hefler', 'Damien Bonnard', 'Noah Breton', 'Donovan Fouassier', 'Wayne Brett', 'John Locke', 'Keeley Forsyth', 'David Bromley', 'Celina Schleicher', 'Roderick Hill']",4.0,nan,"['Romance', 'Science Fiction', 'Comedy']",141,"['Ireland', 'UK', 'USA']",English,"['English', 'French', 'Portuguese']","Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.","['Searchlight Pictures', 'Film4 Productions', 'TSG Entertainment', 'Element Pictures', 'Limp', 'Fruit Tree']",2211304,394258,833515,26000,15479,24491,14348,54259,50373,161164,198111,520184,356503,474437,1869349,https://letterboxd.com/film/poor-things-2023/,https://letterboxd.com/films/ajax/popular/this/year/
The Grand Budapest Hotel,2014,Wes Anderson,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton', 'Saoirse Ronan', 'Jason Schwartzman', 'Léa Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Tony Revolori', 'Larry Pine', 'Giselda Volodi', 'Florian Lukas', 'Karl Markovics', 'Volker Michalowski', 'Neal Huff', 'Bob Balaban', 'Fisher Stevens', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Jella Niemann', 'Marcel Mazur', 'Robert Bienas', 'Manfred Lindner', 'Oliver Claridge', 'Bernhard Kremser', 'Kunichi Nomura', 'Sister Anna Rademacher', 'Heinz-Werner Jeschkowski', 'Steffen Scheumann', 'Sabine Euler', 'Renate Klein', 'Uwe Holoubek', 'Francesco Zippel', 'Enrico Hoffmann', 'Daniel Steiner', 'Marie Goyette', 'Hendrik von Bültzingslöwen', 'Paul Schlase', 'Jenő Orosz', 'Gyula Lukács', 'Darin Damjanow', 'Dar Ronge', 'Georg Rittmannsperger', 'Dirk Bossmann', 'Arwin Lobedann', 'Robin Hurlstone', 'Jutta Westphal', 'Matthias Holfert', 'Lisa Kreuzer', 'Gisela Bech', 'Birgit Müller', 'Ursula Kuhnt', 'Monika Krüger', 'Wolfram Nielacny', 'Reinhold Hegelow', 'Steffen Nixdorf', 'Rainer Reiners', 'Milton Welsh', 'Piet Paes', 'Michaela Caspar', 'Sabine Urig', 'Heike Hanold-Lynch', 'Roy Macready', 'John Peet', 'Carl Sprague', 'Golo Euler', 'Jürgen Schwämmle', 'Frank Jacob', 'Roman Berger', 'Michael Benthin', 'Matthias Matschke', 'Lennart Meyer', 'Alfred Hänel', 'Manpreet Gerlach', 'David Adamik', 'Moritz Hepper', 'David Cioffi', 'Lucas Hedges', 'Wolfgang Czeczor', 'Philipp Sonntag', 'Hans Martin Stier', 'Georg Tryphon', 'Gabriel Rush', 'Hannes Wegener', 'Gerald Sullivan', 'Oliver Hazell', 'Ben Howard', 'Bohumil Váchal', 'Marko Dyrlich', 'Ed Munro']",4.24,nan,"['Drama', 'Comedy']",100,"['Germany', 'USA']",English,"['English', 'French']","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']",2957194,411215,1271135,67000,2008,7169,3487,28147,23074,165237,178734,626878,347496,644378,2026608,https://letterboxd.com/film/the-grand-budapest-hotel/,https://letterboxd.com/films/ajax/popular/this/year/
Spider-Man: Across the Spider-Verse,2023,"Kemp Powers, Justin K. Thompson","['Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Oscar Isaac', 'Jason Schwartzman', 'Issa Rae', 'Daniel Kaluuya', 'Karan Soni', 'Shea Whigham', 'Greta Lee', 'Mahershala Ali', 'Amandla Stenberg', 'Jharrel Jerome', 'Andy Samberg', 'Jack Quaid', 'Rachel Dratch', 'Ziggy Marley', 'Jorma Taccone', 'J.K. Simmons', 'Donald Glover', 'Elizabeth Perkins', 'Kathryn Hahn', 'Ayo Edebiri', 'Nicole Delaney', 'Antonina Lentini', 'Atsuko Okatsuka', 'Peter Sohn', 'Melissa Sturm', 'Lorraine Velez', 'Nic Novicki', 'Taran Killam', 'Metro Boomin', 'Josh Keaton', 'Sofia Barclay', 'Danielle Perez', 'Yuri Lowenthal', 'Rita Rani Ahuja', 'Ismail Bashey', 'Oscar Camacho', 'Freddy Ferrari', 'Kerry Gutierrez', 'Kamal Khan', 'Angelo Sekou Kouyate', 'Andrew Leviton', 'David Michie', 'Sumit Naig', 'Juan Pacheco', 'Chrystee Pharris', 'Ben Pronsky', 'Al Rodrigo', 'Stan Sellers', 'Warren Sroka', 'Jasper Johannes Andrews', 'Gredel Berrios Calladine', 'Natalia Castellanos', 'Russell Tyre Francis', 'Deepti Gupta', 'Sohm Kapila', 'Pradnya Kuwadekar', 'Ashley London', 'Christopher Miller', 'Andrea Navedo', 'Lakshmi Patel', 'Jacqueline Pinol', 'Eliyas Qureshi', 'Lashana Rodriguez', 'Jaswant Dev Shrestha', 'Libby Thomas Dickey', 'Jason Linere-White', 'Sitara Attaie', 'Mayuri Bhandari', 'June Christopher', 'Michelle Jubilee Gonzalez', 'Marabina Jaimes', 'Rez Kempton', 'Lex Lang', 'Phil Lord', 'Richard Miro', 'Doug Nicholas', ""Shakira Ja'nai Paye"", 'James Pirri', 'Marley Ralph', 'Michelle Ruff', 'Dennis Singletary', 'Amanda Troop', 'Ruth Zalduondo', 'Kimberly Bailey', 'Sanjay Chandani', 'Melanie Duke', 'Jorge R. Gutierrez', 'Miguel Jiron', 'Deepti Kingra-Mickelsen', 'Luisa Leschin', 'Caitlin McKenna', 'Andrew Morgado', 'Arthur Ortiz', 'Eliana A. Perez', 'Juan Pope', 'Mike Rianda', 'Erika Scopelli', 'Narender Sood', 'Cedric L. Williams', 'Kimiko Glenn', 'Peggy Lu']",4.43,nan,"['Animation', 'Adventure', 'Science Fiction', 'Action']",140,['USA'],English,"['English', 'Hindi', 'Italian', 'Spanish']","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.","['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions', 'Marvel Entertainment']",2831467,470456,1393257,62000,2490,4771,2619,16610,18345,100522,136161,482782,441867,1050223,2256390,https://letterboxd.com/film/spider-man-across-the-spider-verse/,https://letterboxd.com/films/ajax/popular/this/year/
All We Imagine as Light,2024,Payal Kapadia,"['Kani Kusruti', 'Divya Prabha', 'Chhaya Kadam', 'Hridhu Haroon', 'Azees Nedumangad', 'Tintumol Joseph', 'Anand Sami', 'Lovleen Mishra', 'Madhu Raja', 'Shweta Prajapati', 'Ardra K.S.', 'Sisira Anil CK', 'Aparna Ram', 'Kashish Singh', 'Nikhil Mathew', 'Bipin Nadkarni', 'Snehalata Siddharth Tagde', 'Saee Abhay Limaye', 'Sanjay Balu Ghanekar', 'Shailaja Shrikant']",3.89,nan,['Drama'],118,"['France', 'India', 'Italy', 'Luxembourg', 'Netherlands']",Malayalam,"['Malayalam', 'German', 'Gujarati', 'Hindi', 'Marathi', 'Tamil']","In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.","['petit chaos', 'Chalk and Cheese', 'ARTE France Cinéma', 'BALDR', 'Another Birth', 'Les Films Fauves', 'Pulpa Film']",53593,25504,19686,401,77,209,212,963,1613,5458,8047,14531,6289,5059,42458,https://letterboxd.com/film/all-we-imagine-as-light/,https://letterboxd.com/films/ajax/popular/this/year/
