Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
Se7en,1995,David Fincher,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'R. Lee Ermey', 'John C. McGinley', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Richard Roundtree', 'Richard Schiff', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Richmond Arquette', 'Pamala Tyson', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins', 'Dominique Jennings', 'Show All…', 'Allan Kolman', 'Gene Borkan', 'Mario Di Donato', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Lennie Loftin', 'Martin Serene', 'David Correia', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'James Deeth', 'Charles A. Tamburro', 'Charles S. Dutton', 'Arthur Max', 'Kevin Spacey']",4.5,4.26,https://letterboxd.com//film/se7en/
The Purse Snatcher,1995,Maria Peters,"['Olivier Tuinier', 'Aus Greidanus Jr.', 'Micha Hulshof', 'Myranda Jongeling', 'Jaap Spijkers', 'Ingeborg Uyt den Boogaard']",nan,3.1,https://letterboxd.com//film/the-purse-snatcher/
The Usual Suspects,1995,Bryan Singer,"['Stephen Baldwin', 'Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito', 'Benicio del Toro', 'Dan Hedaya', 'Paul Bartel', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Morgan Hunter', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert', 'Peter Greene', 'Castulo Guerra', ""Vito D'Ambrosio"", 'Gene Lythgow', 'Smadar Hanson', 'Christopher McQuarrie']",4,3.98,https://letterboxd.com//film/the-usual-suspects/
Léon: The Professional,1994,Luc Besson,"['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel', 'Michael Badalucco', 'Ellen Greene', 'Elizabeth Regen', 'Carl J. Matusovich', 'Eric Challier', 'Willi One Blood', 'Don Creech', 'Keith A. Glascoe', 'Jernard Burks', 'Matt De Matt', 'Frank Senger', 'Stuart Rudin', 'Lucius Wyatt Cherokee', 'Maïwenn', 'Luc Bernard', 'Joseph Malerba', 'Adam Busch', 'Jessie Keosian', 'George Martin', 'Alex Dezen', 'Michael Mundra', 'Kent Broadhurst', 'Tommy Hollis', 'Peter Linari', 'Show All…', 'Betty Miller', 'Arsène Jiroyan', 'Geoffrey Bateman', 'Peter Vizard', 'David W. Butler', 'Robert LaSardo', 'Steve Gonnelo', 'William James Stiggers Jr.', 'Sonny Zito', 'Randy Pearlstein', 'Jeff McBride', 'Fred Fischer', 'Cary Wong', 'Mario Todisco', 'Samy Naceri', 'Christophe Gautier', 'Junior Almeida', 'David Gregg', 'Michel Montanary', 'Hervé Husson', 'Didier Legros', 'Marc Andréoni', 'Gilles Kleber', 'Jean-Hugues Anglade', 'Michael Wehrhahn']",4,4.11,https://letterboxd.com//film/leon-the-professional/
The Shawshank Redemption,1994,Frank Darabont,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'Mark Rolston', 'James Whitmore', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Show All…', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Richard Doone', 'Alonzo F. Jones', 'Sergio Kato', 'Gary A. Jones', 'Ethan Heldman', 'Philip Ettington']",4.5,4.44,https://letterboxd.com//film/the-shawshank-redemption/
Pulp Fiction,1994,Quentin Tarantino,"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames', 'Harvey Keitel', 'Eric Stoltz', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros', 'Quentin Tarantino', 'Christopher Walken', 'Rosanna Arquette', 'Peter Greene', 'Duane Whitaker', 'Angela Jones', 'Phil LaMarr', 'Steve Buscemi', 'Bronagh Gallagher', 'Laura Lovelace', 'Frank Whaley', 'Burr Steers', 'Paul Calderon', 'Jerome Patrick Hoban', 'Michael Gilden', 'Gary Shorelle', 'Susan Griffiths', 'Eric Clark', 'Joseph Pilato', 'Show All…', 'Brad Blumenthal', 'Lorelei Leslie', 'Emil Sitka', 'Brenda Hillhouse', 'Chandler Lindauer', 'Sy Sher', 'Robert Ruth', 'Rich Turner', 'Don Blakely', 'Carl Allen', 'Karen Maruyama', 'Kathy Griffin', 'Venessia Valentino', 'Linda Kaye', 'Stephen Hibbert', 'Alexis Arquette', 'Julia Sweeney', 'Lawrence Bender', 'Cie Allman', 'Rene Beard', 'Lori Pizzo', 'Glendon Rich', 'Devan Richardson', 'Ani Sava', 'Kadrolsha Ona Carole', 'Richard Rossi', 'Philip Ettington']",5,4.35,https://letterboxd.com//film/pulp-fiction/
The Mask,1994,Chuck Russell,"['Jim Carrey', 'Cameron Diaz', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Orestes Matacena', 'Tim Bagley', 'Nancy Fish', 'Johnny Williams', 'Reg E. Cathey', 'Jim Doughan', 'Denis Forest', 'Joseph Alfieri', 'B.J. Barie', 'Catherine Berge', 'Philip Boardman', 'Krista Buonauro', 'Debra Casey', 'Blake Clark', 'Christopher Darga', 'Suzanne Dunn', 'Joely Fisher', 'Kevin Grevioux', 'Peter Jazwinski', 'Howard Kay', 'Robert Keith', 'Beau Lotterman', 'Scott McElroy', 'Show All…', 'Richard Montes', 'Ivory Ocean', ""Robert O'Reilly"", 'Louis Ortiz', 'Daniel James Peterson', 'Jeremy Roberts', 'Eamonn Roche', 'Randi Ruimy', 'Ben Stein', 'Nils Allen Stewart', 'Chris Taylor', 'Bullet Valmont', 'Wendy L. Walsh', 'Meadow Williams', 'Anne Fletcher']",nan,3.19,https://letterboxd.com//film/the-mask-1994/
Forrest Gump,1994,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Afemo Omilami', 'Peter Dobson', 'Sonny Shroyer', 'George Kelly', 'Sam Anderson', 'Margo Moorer', 'Christopher Jones', 'Kevin Mangan', 'Brett Rice', 'Daniel C. Striepeke', 'David Brisbin', 'Kirk Ward', 'Marlena Smalls', 'Kitty K. Green', 'Mark Matheisen', 'Al Harrington', 'Joe Washington', 'Jed Gillin', 'Don Fischer', 'Matt Wallace', 'Show All…', 'Mike Jolly', 'Michael Kemmerling', 'John Voldstad', 'Daniel J. Gillooly', 'Michael Burgess', 'Steven Griffith', 'Michael McFall', 'Byron Minns', 'Steve DeRelian', 'Bonnie Ann Burgess', 'Stephen Bridgewater', 'John William Galt', 'Isabel Rose', ""Richard D'Alessandro"", 'Kevin Davis', 'Michael Jace', 'Geoffrey Blake', 'Vanessa Roth', 'Emily Carey', 'Dick Cavett', 'Tiffany Salerno', 'Marla Sucharetza', 'Joe Alaskey', 'Lazarus Jackson', 'Matt Rebenkoff', 'Nora Dunfee', ""Hallie D'Amore"", 'Michael Mattison', 'Charles Boswell', 'Timothy McNeil', 'Bob Penny', 'Greg Brown', 'Troy Christian', 'Bryan Hanna', 'Zach Hanner', 'Aaron Michael Lacey', 'Jacqueline Lovell', 'Brendan Shanahan', 'William Shipman', 'Robb Skyler', 'Mary Ellen Trainor', 'Kurt Russell', 'Jeffrey Winner', 'Bob Harks']",4.5,4.1,https://letterboxd.com//film/forrest-gump/
The Lion King,1994,"Roger Allers, Rob Minkoff","['Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Rowan Atkinson', 'Niketa Calame', 'Jim Cummings', 'Whoopi Goldberg', 'Robert Guillaume', 'Moira Kelly', 'Nathan Lane', 'Zoe Leader', 'Cheech Marin', 'Ernie Sabella', 'Madge Sinclair', 'Jonathan Taylor Thomas', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Sally Dworsky', 'Evan Saucedo', 'Brian Tochi', 'Jason Weaver', 'Joseph Williams', 'Laura Williams']",4,4.23,https://letterboxd.com//film/the-lion-king/
Tombstone,1993,George P. Cosmatos,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton', 'Powers Boothe', 'Michael Biehn', 'Charlton Heston', 'Jason Priestley', 'Jon Tenney', 'Stephen Lang', 'Thomas Haden Church', 'Dana Delany', 'Paula Malcomson', 'Lisa Collins', 'Dana Wheeler-Nicholson', 'Joanna Pacula', 'Michael Rooker', 'Harry Carey, Jr.', 'Billy Bob Thornton', 'Tomas Arana', 'Pat Brady', 'Paul Ben-Victor', 'John Philbin', 'Robert John Burke', 'Billy Zane', 'Wyatt Earp', 'John Corbett', 'Bo Greigh', 'Forrie J. Smith', 'Show All…', 'Peter Sherayko', 'Buck Taylor', ""Terry O'Quinn"", 'Charles Schneider', 'Gary Clarke', 'Billy Joe Patton', 'Frank Stallone', 'Bobby Joe McFadden', 'Pedro Armendáriz Jr.', 'Grant Wheeler', 'Stephen C. Foster', 'Grant James', 'Don Collier', 'Cecil Hoffman', 'Christopher Mitchum', 'Sanford Gibbons', 'Shane McCabe', 'Robert Mitchum', 'Michelle Beauchamp', 'Nikki Pelley', 'Cynthia Shope', 'J. Nathan Simmons', 'Thadd Turner', 'Michael Wise']",3,3.79,https://letterboxd.com//film/tombstone/
Schindler's List,1993,Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Malgorzata Gebel', 'Mark Ivanir', 'Béatrice Macola', 'Andrzej Seweryn', 'Friedrich von Thun', 'Jerzy Nowak', 'Norbert Weisser', 'Anna Mucha', 'Adi Nitzan', 'Piotr Polk', 'Rami Heuberger', 'Ezra Dagan', 'Elina Löwensohn', 'Hans-Jörg Assmann', 'Hans-Michael Rehberg', 'August Schmölzer', 'Daniel Del-Ponte', 'Ludger Pistor', 'Oliwia Dabrowska', 'Shmuel Levy', 'Krzysztof Luft', 'Harry Nehring', 'Michael Schneider', 'Show All…', 'Miri Fabian', 'Albert Misak', 'Aldona Grochal', 'Jacek Wójcicki', 'Beata Paluch', 'Uri Avrahami', 'Magdalena Komornicka', 'Michael Gordon', 'Beata Deskur', 'Leopold Kozlowski', 'Magdalena Dandourian', 'Shabtai Konorti', 'Henryk Bista', 'Tadeusz Bradecki', 'Wojciech Klata', 'Ewa Kolasińska', 'Bettina Kupfer', 'Grzegorz Kwas', 'Vili Matula', 'Stanislaw Koczanowicz', 'Geno Lechner', 'Beata Rybotycka', 'Branko Lustig', 'Artus-Maria Matthiessen', 'Eugeniusz Priwieziencew', 'Michael Z. Hoffmann', 'Erwin Leder', 'Jochen Nickel', 'Andrzej Welminski', 'Marian Glinka', 'Grzegorz Damięcki', 'Stanisław Brejdygant', 'Olaf Lubaszenko', 'Haymon Maria Buttinger', 'Peter Appiano', 'Jacek Pulanecki', 'Tomasz Dedek', 'Slawomir Holland', 'Martin Semmelrogge', 'Tadeusz Huk', 'Alexander Held', 'Piotr Cyrwus', 'Joachim Paul Assböck', 'Osman Ragheb', 'Maciej Orłoś', 'Marek Wrona', 'Zbigniew Kozłowski', 'Marcin Grzymowicz', 'Dieter Witting', 'Agnieszka Krukówna', 'Anemona Knut', 'Agnieszka Wagner', 'Jan Jurewicz', 'Wiesław Komasa', 'Maciej Kozłowski', 'Martin Bergmann', 'Wilhelm Manske', 'Peter Flechtner', 'Sigurd Bemme', 'Etl Szyc', 'Lucyna Zabawa', 'Ruth Farhi', 'Jerzy Sagan', 'Dariusz Szymaniak', 'Dirk Bender', 'Maciej Winkler', 'Radosław Krzyżowski', 'Jacek Lenczowski', 'Hanna Kossowska', 'Maja Ostaszewska', 'Sebastian Skalski', 'Ryszard Radwański', 'Piotr Kadlcik', 'Lech Niebielski', 'Thomas Morris', 'Sebastian Konrad', 'Lidia Wyrobiec-Bank', 'Ravit Ferera', 'Agnieszka Korzeniowska', 'Dominika Bednarczyk', 'Alicja Kubaszewska', 'Danny Marcu', 'Hans Rosner', 'Edward Linde-Lubaszenko', 'Alexander Strobele', 'Georges Kern', 'Alexander Buczolich', 'Michael Schiller', 'Götz Otto', 'Wolfgang Seidenberg', 'Hubert Kramar', 'Razia Israeli', 'Dorit Seadia', 'Esti Yerushalmi', 'Marta Bizoń', 'Michelle Csitos', 'Blythe Daniel', 'Janek Dresner', 'Maciej Kowalewski', 'Kamil Krawiec', 'Zuzanna Lipiec', 'Maria Peszek', 'Leopold Pfefferberg', 'Leopold Rosner', 'Emilie Schindler', 'Katarzyna Śmiechowicz', 'Ben Talar', 'Katarzyna Tlalka', 'Paweł Deląg', 'Jeremy Flynn']",5,4.42,https://letterboxd.com//film/schindlers-list/
Jurassic Park,1993,Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck', 'Martin Ferrero', 'BD Wong', 'Joseph Mazzello', 'Ariana Richards', 'Samuel L. Jackson', 'Wayne Knight', 'Gerald R. Molen', 'Miguel Sandoval', 'Cameron Thor', 'Christopher John Fields', 'Whit Hertford', 'Dean Cundey', 'Jophery C. Brown', 'Tom Mishler', 'Greg Burson', 'Adrian Escober', 'Richard Kiley', 'Brad M. Bucklin', 'Laura Burnett', 'Michael Lantieri', 'Gary Rodriguez', 'Lata Ryan', 'Brian Smrz', 'Rip Lee Walker', 'Show All…', ""Robert 'Bobby Z' Zajonc""]",4,4.12,https://letterboxd.com//film/jurassic-park/
Home Alone 2: Lost in New York,1992,Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', ""Catherine O'Hara"", 'John Heard', 'Devin Ratray', 'Hillary Wolf', 'Maureen Elisabeth Shay', 'Michael C. Maronna', 'Gerry Bamman', 'Terrie Snell', 'Jedidiah Cohen', 'Senta Moses', 'Daiana Campeanu', 'Kieran Culkin', 'Anna Slotky', 'Tim Curry', 'Brenda Fricker', 'Eddie Bracken', 'Dana Ivey', 'Rob Schneider', 'Leigh Zimmerman', 'Ralph Foody', 'Clare Hoak', 'Monica Devereux', 'Bob Eubanks', 'Rip Taylor', 'Jaye P. Morgan', 'Jimmie Walker', 'Show All…', 'Patricia Devereux', 'Aimee Devereux', 'A.M. Columbus', 'Joe Liss', 'Teri McEvoy', 'Ally Sheedy', 'Harry Hutchinson', 'Clarke Devereux', 'Sandra Macat', 'Venessia Valentino', 'Andre Lachaumette', 'Rick Shafer', 'Rod Sell', 'Ron Canada', 'Cedric Young', ""William D'Ambra"", 'Mark Morettini', 'Fred Krause', 'James Cole', 'Donald Trump', 'Warren Rice', 'Thomas Civitano', 'Daniel Dassin', 'Donna Black', ""Abdoulaye N'Gom"", 'Peter Pantaleo', 'Michael Hansen', 'Michael Goldfinger', 'Mario Todisco', 'Anthony Cannata', 'Eleanor Columbus', 'Karen Giordano', 'Fran McGee', 'Leonard Tepper', 'Kevin Thomas', 'Al Cerullo', 'Dan Buckman', 'Laurence S. Chess', 'Chris Columbus', 'Jonathon Gentry', 'Eric Ian', 'Karen Jensen-Clark', 'Jeffrey Landman', 'Eden Riegel', 'Mike Sode', 'Paul Zimmerman']",2.5,3.27,https://letterboxd.com//film/home-alone-2-lost-in-new-york/
The Pocket-knife,1992,Ben Sombogaart,"['Olivier Tuinier', 'Adelheid Roosen', 'Genio De Groot', 'Verno Romney', 'Maxim Hartman', 'Heleen Hummelen', 'Beppie Melissen', 'Kees Hulst', 'Karen van Holst Pellekaan']",nan,3.29,https://letterboxd.com//film/the-pocket-knife/
Gayniggers from Outer Space,1992,Morten Lindberg,"['Gbatokai Dakinah', 'Sammy Salomon', 'Coco C.P. Dalbert', 'Konrad Fields', 'Bob Rockwell', 'Rob Pederson', 'Dan Marmorstein', 'Bob Harris', 'Roland Engelhardt', 'Lars Bjarke', 'Jzecke Prvroche', 'Johnny Conny', 'Tony Thomas', 'Scott Ritter', 'Cristiaana Sabella', 'Anne Busacker', 'Verner Mollerup Christensen', 'Torben Zenth', 'Tove Kristensen', 'Heidrun von Wildenraut', 'Heintz Heinrick von Grundstead', 'Maiksen Thorsson', 'Nina N. Rosenmeier', 'Yon Hee Kim', 'Ehi Yeon Kim', 'Chapper', 'Dorte Høeg Brask', 'Jens Rungo', 'Tone Nielsen', 'Show All…', 'Trono Clementsen', 'Anders Villaus', 'Der Rosenmeier', 'Jesper Andersen', 'Pernille Andersen', 'Pia Clementsen', 'Levino Jensen', 'Thomas Bengtsson', 'Lærke Lundo', 'Permille Knudsen', 'James McEntosh', 'Maj Hillinsde', 'Kenneth Brian Nielsen', 'Permille Egeskov', 'Charlotte Key', 'Joakim Zacko Weyland', 'Reno Di Stefano', 'Oliver Sperling', 'Peter Milthers', 'Erik Orejer', 'Thorsten Geertz', 'Joan Beltoft', 'Villy Jorgensen', 'Thomas Kristensen', 'Mikkel Rode', 'Eske Brand', 'Jakob Kent', 'Esben Kristensen']",3,2.54,https://letterboxd.com//film/gayniggers-from-outer-space/
Home Alone,1990,Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', ""Catherine O'Hara"", 'Roberts Blossom', 'Devin Ratray', 'Michael C. Maronna', 'Hillary Wolf', 'Angela Goethals', 'Gerry Bamman', 'Terrie Snell', 'Daiana Campeanu', 'Kieran Culkin', 'Kristin Minter', 'John Candy', 'Ralph Foody', 'Michael Guido', 'Larry Hankin', 'Ken Hudson Campbell', 'Hope Davis', 'Billie Bird', 'Bill Erwin', 'Jeffrey Wiseman', 'Virginia Smith', 'Ray Toler', 'Clarke Devereux', 'D. Danny Warhol', 'Matt Doherty', 'Show All…', 'Jedidiah Cohen', 'Senta Moses', 'Anna Slotky', 'Gerry Becker', 'Victor Cole', 'Porscha Radcliffe', 'Brittany Radcliffe', 'Peter Siragusa', 'Alan Wilder', 'Dianne B. Shaw', 'James Ryan', 'Mark Beltzman', 'Ann Whitney', 'Jim Ortlieb', 'Monica Devereux', 'Lynn Mansbach', 'Tracy J. Connor', 'Sandra Macat', 'Richard J. Firfer', 'Kate Johnson', 'Michael Hansen', 'Peter Pantaleo', 'Jean-Claude Sciore', 'Edward Bruzan', 'Frank Cernugel', 'Eddie Korosa', 'Robert Okrzesik', 'Leo Perion', 'Vince Waidzulis', 'John Hardy']",3,3.72,https://letterboxd.com//film/home-alone/
GoodFellas,1990,Martin Scorsese,"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Show All…', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Thomas E. Camuti', 'Andrew Scudiero', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Michael Calandrino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie De Roy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa']",4,4.42,https://letterboxd.com//film/goodfellas/
Tremors,1990,Ron Underwood,"['Kevin Bacon', 'Fred Ward', 'Finn Carter', 'Michael Gross', 'Reba McEntire', 'Victor Wong', 'Tony Genaro', 'Charlotte Stewart', 'Ariana Richards', 'Sunshine Parker', 'Michael Dan Wagner', 'Robert Jayne', 'Richard Marcus', 'Conrad Bachmann', 'Bibi Besch', 'John Pappas', 'John Goodwin', 'Frank Welker', 'Tom Woodruff Jr.']",nan,3.48,https://letterboxd.com//film/tremors/
Elephant,1989,Alan Clarke,"['Gary Walker', 'Bill Hamilton', 'Michael Foyle', 'Danny Small', 'Robert Taylor', 'Joe Cauley', 'Noel McGee', 'Patrick Condren', 'Andrew Downs', 'Terry Doyle', 'Michael Liebmann', 'Gavin Bloomer', 'Barry Brent', 'Paul Nemeer', 'Sam Doyle', 'Burt Murray', 'Tim Loane', 'Kenny Harris', 'Paddy Rocks', 'Ken McIlroy', 'Hamish Fyfe', 'Trevor Moore', 'William Walker', 'Brian Giffen', 'Billy Dee', 'Michael Fieldhouse', 'William McAllister', 'Stephen Potter', 'David McDade', 'Show All…', ""Mark O'Donnell"", 'James Moore', 'Mike Maxwell', 'Michael Magee', 'Nigel Craig', 'Liam Hefferon', 'B.J. Hogg', 'Bobby Stinton', 'Dave Bustard', 'Brian MacGabhann', 'David Smyth', 'Niall McLean', 'Alan Craig']",3,3.8,https://letterboxd.com//film/elephant/
Child's Play,1988,Tom Holland,"['Catherine Hicks', 'Chris Sarandon', 'Alex Vincent', 'Brad Dourif', 'Dinah Manoff', 'Tommy Swerdlow', 'Jack Colvin', 'Neil Giuntoli', 'Juan Ramírez', 'Alan Wilder', 'Richard Baird', 'Ray Oliver', 'Ed Gale', 'Aaron Osborne', 'Tyler Hard', 'Ted Liss']",nan,3.25,https://letterboxd.com//film/childs-play/
Die Hard,1988,John McTiernan,"['Bruce Willis', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Hart Bochner', 'James Shigeta', 'Alan Rickman', 'Alexander Godunov', 'Bruno Doyon', 'Andreas Wisniewski', 'Clarence Gilyard Jr.', 'Joey Plewa', 'Lorenzo Caccialanza', 'Gerard Bonn', 'Dennis Hayden', 'Al Leong', 'Gary Roberts', 'Hans Buhringer', 'Wilhelm von Homburg', 'Robert Davi', 'Grand L. Bush', 'Bill Marcus', 'Rick Ducommun', 'Matt Landers', 'Carmine Zozzora', 'Dustyn Taylor', 'George Christy', 'Show All…', 'Anthony Peck', 'Cheryl Baker', 'Richard Parker', 'David Ursin', 'Mary Ellen Trainor', 'Harri James', 'Shelley Pogoda', 'Selma Archerd', 'Scot Bennett', 'Rebecca Broussard', 'Kate Finlayson', 'Shanna Higgins', 'Kym Malin', 'Taylor Fry', 'Noah Land', 'Betty Carvalho', 'Kip Waldo', 'Mark Goldstein', 'Tracy Reiner', 'Rick Cicetti', 'Fred Lerner', 'Bill Margolin', 'Bob Jennings', 'Bruce P. Schultz', 'David Katz', 'Robert Lesser', 'Stella Hall', 'Terri Lynn Doss', 'Jon E. Greene', 'P. Randall Bowers', 'Michele Laybourn', 'Charlie Picerni', 'Mark Winn']",3.5,4.1,https://letterboxd.com//film/die-hard/
