Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
What We Do in the Shadows,2014,"Taika Waititi, Jemaine Clement","['Taika Waititi', 'Jemaine Clement', 'Jonny Brugh', 'Cori Gonzalez-Macuer', 'Stuart Rutherford', 'Ben Fransham', 'Jackie van Beek', 'Elena Stejko', 'Jason Hoyte', ""Karen O'Leary"", 'Mike Minogue', 'Chelsie Preston Crayford', 'Ian Harcourt', 'Ethel Robinson', 'Brad Harding', 'Isaac Heron', 'Yvette Parsons', 'Madeleine Sami', 'Aaron Jackson', 'Morgana Hills', 'Morag Hills', 'Frank Habicht', 'Moose Kapua', 'Denis Welch', 'Mario Gaoa', 'Kura Forrester', 'Luke Bonjers', 'Rhys Darby', 'Simon Vincent', 'Show All…', 'Cohen Holloway', 'Duncan Sarkies', 'Nathan Meister', 'Tanemahuta Gray', 'Nathan Gray', 'Ruby Vincent', 'Jaxon Cook', 'Matthew Harvey-White', 'Matt Dravitzki', 'Roland Hunter', 'Stan Alley', 'Lucy Marinkavich', 'Melanie Hamilton', 'Ana Flaherty', 'Aaron Lewis', 'Belle Gwilliam', 'Rodney Cook', 'Jennifer Martin', 'Emma Draper', 'Natalie Crane', 'Emma Smith']",3.5,4.08,https://letterboxd.com//film/what-we-do-in-the-shadows/
Whiplash,2014,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Chris Mulkey', 'Nate Lang', 'Charlie Ian', 'Jayson Blair', 'Kavita Patil', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Kofi Siriboe', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Calvin C. Winbush', 'Marcus Henderson', 'Tony Baker', 'Show All…', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Stephen Hsu', 'Herman Johansen', 'Wendee Lee', 'Joseph Oliveira', 'Michelle Ruff', 'Daniel Weidlein']",5,4.34,https://letterboxd.com//film/whiplash-2014/
The Wolf of Wall Street,2013,Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Rob Reiner', 'Kyle Chandler', 'Matthew McConaughey', 'Jon Bernthal', 'Kenneth Choi', 'P. J. Byrne', 'Brian Sacca', 'Henry Zebrowski', 'Jon Favreau', 'Cristin Milioti', 'Joanna Lumley', 'Jake Hoffman', 'Ethan Suplee', 'Jean Dujardin', 'Christine Ebersole', 'Shea Whigham', 'Katarina Čas', 'Bo Dietl', 'Jon Spinogatti', 'Aya Cash', 'Rizwan Manji', 'Stephanie Kurtzuba', 'J. C. MacKenzie', 'Ashlie Atkinson', 'Stephen Kunken', 'Ted Griffin', 'Show All…', 'Sandra Nelson', 'Dan Bittner', 'Spike Jonze', 'Mackenzie Meehan', 'Thomas Middleditch', 'Edward Herrmann', 'Jordan Belfort', 'Fran Lebowitz', 'Robert Clohessy', 'Welker White', 'Danny Flaherty', 'Carla Corvo', 'Madison McKinley', 'Aaron Lazar', 'Steve Routman', 'Steve Witting', 'Charley Morgan', 'Michael Nathanson', 'Kathleen Fellegara', 'John Behlmann', 'Ward Horton', 'Bret Shuford', ""J.T. O'Connor"", 'Steven Boyer', 'Danny A. Abeckaser', 'Matthew Rauch', 'Michael Izquierdo', 'Donnie Keshawarz', 'Johnathan Tchaikovsky', 'Aaron Glaser', 'Ben Rameaka', 'Brian Charles Johnson', 'Sebastian Tillinger', 'Chris Riggi', 'Meghan Rafferty', 'José Ramón Rosario', 'Davram Stiefler', 'Dan Daily', 'Ben Van Bergen', 'Matte Osian', 'Michael Devine', 'Jason Furlani', 'Jeremy Bobb', 'Tom Greer', 'Sharon Jones', 'Emily Tremaine', 'Zineb Oukach', 'Giselle Eisenberg', 'Deema Aitken', 'Ashley Springer', 'Rémy Bennett', 'Catherine Curtin', 'Paul Urcioli', ""Michael O'Hara"", 'Michael Bryan French', 'Armen Garo', 'Garry Pastore', 'Louis Vanaria', 'Peter Youngblood Hills', 'Brendan Griffin', 'Derek Milman', 'Victor Verhaeghe', 'Chris Caldovino', 'Fileena Bahris', 'Silvia Kal', 'Kamron Leal', 'Tommy Bayiokos', 'Gianni Biasetti Jr.', 'Rick Bolander', 'Spenser Granese', 'Julian Brand', 'Kenneth Carrella', 'Austin Farwell', 'Zach Miko', 'Tyler Evan Rowe', 'Stefano Villabona', 'Gregory Brown', 'Tucker Bryan', 'Michael Jefferson', 'Bryan Burton', 'Mike Catapano', 'Steven Conroy', 'Kelsey Deanne', 'Maria Di Angelis', 'Matthew Gooley', 'London Hall', 'Rosemary Howard', 'Chris Kerson', 'Natasha Key', 'Ben Leasure', 'Paul Jude Letersky', 'Will MacAdam', 'Jeff Moffitt', 'Chris Nunez', ""Seregon O'Dassey"", 'Joseph Oliveira', 'And Palladino', 'Michael Power', 'Nicole Rutigliano', 'Sibyl Santiago', 'Vitaliy Shtabnoy', 'Blago Simon', 'Paul Thornton', 'Madeleine Wade', 'David Wenzel', 'Joe Zaso', 'Francis Brooke']",4,4.01,https://letterboxd.com//film/the-wolf-of-wall-street/
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Benedict Cumberbatch', 'Evangeline Lilly', 'Lee Pace', 'Luke Evans', 'Stephen Fry', 'Ken Stott', 'James Nesbitt', 'Antony Sher', 'Orlando Bloom', 'Mikael Persbrandt', 'Sylvester McCoy', 'Aidan Turner', ""Dean O'Gorman"", 'Graham McTavish', 'Adam Brown', 'Peter Hambleton', 'John Callen', 'Mark Hadlow', 'Jed Brophy', 'William Kircher', 'Stephen Hunter', 'Ryan Gage', 'John Bell', 'Manu Bennett', 'Lawrence Makoare', 'Cate Blanchett', 'Show All…', 'Peggy Nesbitt', 'Mary Nesbitt', 'Ben Mitchell', 'Stephen Ure', 'Craig Hall', 'Robin Kerr', 'Eli Kent', 'Simon London', 'Brian Sergent', 'Peter Vere-Jones', 'Mark Mitchinson', 'Kelly Kilgour', 'Sarah Peirse', 'Nick Blake', 'Dallas Barnett', 'Matt Smith', 'Katie Jackson', 'Richard Whiteside', 'Greg Ellis', 'Ray Henwood', 'Tim Gordon', 'Jabez Olssen', 'Stephen Colbert', 'Evelyn McGee-Colbert', 'Peter Colbert', 'John Colbert', 'Norman Kali', 'Carter Nixon', 'Zane Weiner', 'Allan Smith', 'Jack Binding', 'Terry Binding', 'Frank Edwards', 'Peter Jackson', 'Terry Notary', 'Emma Smith']",2.5,3.32,https://letterboxd.com//film/the-hobbit-the-desolation-of-smaug/
Frozen,2013,"Chris Buck, Jennifer Lee","['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad', 'Santino Fontana', 'Alan Tudyk', 'Ciarán Hinds', 'Chris Williams', 'Stephen J. Anderson', 'Maia Wilson', 'Edie McClurg', 'Robert Pine', 'Maurice LaMarche', 'Livvy Stubenrauch', 'Eva Bella', 'Spencer Lacey Ganus', 'Jesse Corti', 'Jeffrey Marcus', 'Tucker Gilmore', 'Ava Acres', 'Stephen Apostolina', 'Annaleigh Ashford', 'Kirk Baily', 'Jenica Bergere', 'David Boat', 'Paul Briggs', 'Tyree Brown', 'Woody Buck', 'June Christopher', 'Show All…', 'Lewis Cleale', 'Wendy Cutler', 'Terri Douglas', 'Eddie Frierson', 'Jean Gilpin', 'Jackie Gonneau', 'Nicholas Guest', 'Bridget Hoffman', 'Nick Jameson', 'Daniel Kaz', 'John Lavelle', 'Jennifer Lee', 'Patricia Lentz', 'Annie Lopez', 'Katie Lowes', 'Mona Marshall', 'Dara McGarry', 'Scott Menville', 'Adam Overett', 'Paul Pape', 'Courtney Peldon', 'Jennifer Perry', 'Raymond S. Persi', 'Jean-Michel Richaud', 'Lynwood Robinson', 'Carter Sand', 'Jadon Sand', 'Katie Silverman', 'Pepper Sweeney', 'Fred Tatasciore']",3,3.36,https://letterboxd.com//film/frozen-2013/
The Hunger Games: Catching Fire,2013,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Donald Sutherland', 'Lenny Kravitz', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Toby Jones', 'Willow Shields', 'Sam Claflin', 'Lynn Cohen', 'Jena Malone', 'Bobby Jordan', 'Amanda Plummer', 'Jack Quaid', 'Taylor St. Clair', 'Sandra Ellis Lafferty', 'Paula Malcomson', 'Bruce Bundy', 'Nelson Ascencio', 'Afemo Omilami', 'Kimberley Drummond', 'Deena Beasley', 'Leon Lamar', 'Mandy Neuhaus', 'Erika Bierman', 'Show All…', 'Wilbur Fitzgerald', 'Patrick St. Esprit', 'Jill Jane Clements', 'James Sutton', 'Alan Ritchson', 'Stephanie Leigh Schlund', 'Meta Golding', 'Megan Hayes', 'Stef Dawson', 'James Logan', 'E. Roger Mitchell', 'Bruno Gunn', 'Maria Howell', 'Judd Lormand', 'Elena Sanchez', 'John Casino', 'Marian Green', 'Daniel Bernhardt', 'Ravi Naidu', 'Franco Castan', 'Jared Allman', 'Laura Avnaim', 'Noëlle Renée Bercy', 'Jackson Spidell', 'Nickolas Wolf', 'Amandla Stenberg', 'Scott Menville']",2,3.46,https://letterboxd.com//film/the-hunger-games-catching-fire/
12 Years a Slave,2013,Steve McQueen,"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Sarah Paulson', 'Adepero Oduye', 'Scoot McNairy', 'Paul Giamatti', 'Brad Pitt', 'Michael Kenneth Williams', 'Alfre Woodard', 'Chris Chalk', 'Taran Killam', 'Bill Camp', 'Kelsey Scott', 'Bryan Batt', 'Quvenzhané Wallis', 'Garret Dillahunt', 'Dwight Henry', 'Dickie Gravois', 'Ashley Dyke', 'Cameron Zeigler', 'Tony Bentley', 'Christopher Berry', 'Mister Mackey Jr.', 'Craig Tate', 'Storm Reid', 'Tom Proctor', 'Show All…', 'Marc Macaulay', 'Vivian Fleming-Alvarez', 'Douglas M. Griffin', 'John McConnell', 'Marcus Lyle Brown', 'Richard Holden', 'Rob Steinberg', 'Anwan Glover', 'James C. Victor', 'Liza J. Bennett', 'Nicole Collins', 'J.D. Evermore', 'Andy Dylan', 'Deneen Tyler', 'Mustafa Harris', 'Gregory Bright', 'Austin Purnell', 'Thomas Francis Murphy', ""Andre De'Sean Shanks"", 'Kelvin Harrison Jr.', 'Scott M. Jefferson', 'Isaiah Jackson', 'Topsy Chapman', 'Devin Maurice Evans', 'Jay Huguley', 'Devyn A. Tyler', 'Willo Jean-Baptiste', 'Jason Ament', 'Jon Arthur', 'Sean Paul Braud', 'Blake Burt', 'Carroll Burt', 'Edward J. Clare', 'JJ Coker', 'Haylie Creppel', 'Justin Edward Davis', 'Jim Johnson', 'Mark Joyce', 'John C. Klein', 'Cynthia LeBlanc', 'Elton LeBlanc', ""Gerard 'Jerry' Lewis"", 'Kevonte Mcdonald', 'Ritchie Montgomery', 'Jason Owen', 'Shawn Parsons', 'Haley Powell', 'Wayne Pére', 'Terrell Ransom Jr.', 'Erin Rementer', 'Andre Robinson', 'Corrina Roshea Bobb', 'Jarett Shorts', 'Chaz Smith', 'Tyler Soerries', 'Tre Tureaud', 'Justin Christopher Vaughn', 'Bob Walker', 'Caroline Grace Williamson', 'Timothy Wyant', 'Kadrolsha Ona Carole', 'Allyson Leigh Jordan']",4.5,4.07,https://letterboxd.com//film/12-years-a-slave/
Her,2013,Spike Jonze,"['Joaquin Phoenix', 'Scarlett Johansson', 'Amy Adams', 'Rooney Mara', 'Olivia Wilde', 'Chris Pratt', 'Matt Letscher', 'Portia Doubleday', 'Spike Jonze', 'Bill Hader', 'Kristen Wiig', 'Artt Butler', 'SoKo', 'Brian Cox', 'Luka Jones', 'Sam Jaeger', 'Pramod Kumar', 'Evelyn Edwards', 'Lil Buck', 'Lynn Adrianna', 'Lisa Renee Pitts', 'Gabe Gomez', 'May Lindstrom', 'David Azar', 'Guy Lewis', 'Melanie Seacat', 'Steve Zissis', 'Dane White', 'Nicole Grother', 'Show All…', 'James Ozasky', 'Samantha Sarakanti', 'Gracie Prewitt', 'Claudia Choi', 'Laura Kai Chen', 'Wendy Leon']",5,4.07,https://letterboxd.com//film/her/
Rush,2013,Ron Howard,"['Chris Hemsworth', 'Daniel Brühl', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie', 'Colin Stinton', 'Julian Rhind-Tutt', 'Jamie de Courcey', ""Augusto Dall'Ara"", 'Ilario Calvo', 'Patrick Baladi', 'Vincent Riotta', 'Martin Savage', 'Jamie Sives', 'Simon Taylor', 'Rob Austin', 'Tom Wlaschiha', 'Cristian Solimeno', 'James Norton', 'Joséphine de la Baume', 'Geoffrey Streatfeild', 'Julien Vialon', 'Douglas Reith', 'Polly Furnival', 'Show All…', 'Brooke Johnston', 'Hannah Britland', 'Lisa McAllister', 'Hans-Eckart Eckhardt', 'Vanessa Zachos', 'Xavier Laurent', 'Val Jobara', 'Zack Eisaku Niizato', 'Akira Koieyama', 'Klaus D. Mund', 'Folker Banik', 'Andreas Engelmann', 'Christopher Wolert', 'Jochen Kolenda', 'Roger Nevares', 'Vanda Dadras', 'Raffaello Degruttola', 'Luca Zizzari', 'Alastair Caldwell', 'Alan Bayer', 'Joe Ferrera', 'Bob Constanduros', 'Christian Feist', 'Marco Canadea', 'Eiji Mihara', 'Demetri Goritsas', 'Jay Simpson', 'Philippe Spall', 'Erich Redman', 'Marcello Walton', 'Masashi Fujimoto', 'Rob Cavazos', 'Paulo Barone', 'Francesco Fronte', 'Morris Morrison', 'Luca Naddeo', 'Marco Napoli', 'Cristian Stelluti', 'Scott Hopkins', 'Matthew Watkinson', 'Anthony Wolfe', 'Jeremy Wolfe', 'Mark Wright', 'Eddie Bagayawa', 'Lee Nicholas Harris', 'Michael Vardian', 'Niki Lauda', 'Joanna Finata']",3.5,3.72,https://letterboxd.com//film/rush-2013/
Prisoners,2013,Denis Villeneuve,"['Jake Gyllenhaal', 'Hugh Jackman', 'Paul Dano', 'Maria Bello', 'Melissa Leo', 'Terrence Howard', 'Viola Davis', 'Dylan Minnette', 'Zoë Borde', 'Wayne Duvall', 'David Dastmalchian', 'Len Cariou', 'Sandra Ellis Lafferty', 'Erin Gerasimovich', 'Kyla-Drew', 'Brad James', 'Anthony Reynolds', 'Robert C. Treveiler', 'Victoria Staley', 'Todd Truley', 'Brian Daye', 'Alisa Harris', 'Robert Mello', 'Jeff Pope', 'Rodrick Goins', 'Mark Drum', 'Lana Yoo', 'Pam Smith', 'Gloria Webber', 'Show All…', 'Michelle Keller', 'John Atwood', 'Stacy Melich', 'J. Omar Castro', 'Jane McNeill']",4.5,4.14,https://letterboxd.com//film/prisoners/
Gravity,2013,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage', 'Adam Cozens']",3.5,3.53,https://letterboxd.com//film/gravity-2013/
We're the Millers,2013,Rawson Marshall Thurber,"['Jennifer Aniston', 'Jason Sudeikis', 'Emma Roberts', 'Will Poulter', 'Kathryn Hahn', 'Nick Offerman', 'Ed Helms', 'Molly C. Quinn', 'Tomer Sisley', 'Matthew Willig', 'Luis Guzmán', 'Thomas Lennon', 'Mark L. Young', 'Ken Marino', 'Laura-Leigh', 'Crystal Nichol', 'Dickson Obahor', 'Brett Gentile', 'Kelly Collins Lintz', 'Lynn Talley', 'Alan Gilmer', 'Sam Richardson', 'Denielle Fisher Johnson', 'Deborah Chavez', 'Kevin Dorff', 'Rawson Marshall Thurber', 'Kurt Grossi', 'Dave McElhaney', 'Brendan Hunt', 'Show All…', 'Scott Adsit', 'Vickie Eng', ""Lunden De'Leon"", 'Joey Nappo', 'Joshua Mikel', 'Matt Schweppe', 'Tonya Bludsworth', 'Matthew Cornwell', 'Marcus Viscidi', 'Andrea Alcorn', 'James Alcorn', 'Martin Edward Andazola', 'Loren Anthony', 'Joshua R. Aragon', 'Lionel Archuleta', 'Laura Avery', 'Steve Baldwin', 'Del Baron', 'Alyssa Bauman', 'Christine Bear', 'Jenique Bennett', 'Ashley Blankenship', 'Kristi Booher', 'Rachel Brewer', 'Frederick Carpenter', 'Crystal M. Craven', 'Robert Crayton', 'Christian Daniels', 'Lindsay Davis', 'Todd Davis', 'Michael J. Flanagan', 'Tait Fletcher', 'Lauren Frandsen', 'William Frasca', 'Amanda Fresquez', 'Lawrence Gilligan', 'Randy Grazio', 'Albert Guzman', 'Rebecca Harran', 'Karen M. Hudson', 'William Hutchings', 'Caroline Kahn', 'Joe W. Lacey', 'Saeri Lee', 'Natalia Marie', 'Cathy Mattson', 'Brian Patrick Moize', 'Joe Montanti', 'Robb Moon', 'Patrick V. Murphy', 'Matt Perkinson', 'Danny Pollack', 'Ed Ricker', 'John Henry Scott', 'Amanda Quinn Sherrick', 'Bernard Sintim', 'Nathan Marcus Smith', 'Michael E. Stogner', 'Nick Thies', 'Shane Thompson', 'Melissa Veal', 'Kathy Walton', 'Millie Wannamaker', 'Anthony Williams', 'Julian Wondolowski', 'Ben Yemba']",nan,3.07,https://letterboxd.com//film/were-the-millers/
The World's End,2013,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Paddy Considine', 'Eddie Marsan', 'Martin Freeman', 'Rosamund Pike', 'Pierce Brosnan', 'David Bradley', 'Darren Boyd', 'Michael Smiley', 'Nicholas Burns', 'Mark Heap', 'Steve Oram', 'Reece Shearsmith', 'Bill Nighy', 'Thomas Law', 'Zachary Bailess', 'Jasper Levine', 'James Tarpey', 'Luke Bromley', 'Sophie Evans', 'Samantha White', 'Rose Reynolds', 'Richard Hadfield', 'Flora Slorach', 'Francesca Reidie', 'Charlotte Reidie', 'Alex Austin', 'Jonathan Aris', 'Show All…', 'Jenny Bede', 'Angie Wallis', 'Paul Bentall', 'Richard Graham', 'Alice Lowe', 'Rafe Spall', 'Leo Thompson', 'Julia Deakin', 'Greg Townley', 'Sebastian Zaniesienko', 'Luke Scott', 'Tyler Dobbs', 'Samuel Mak', 'Teddy Kempner', 'Mark Kempner', 'Nick Holder', 'Paul Kennington', 'Mike Sarne', 'Kelly Franklin', 'Stacey Franklin', 'James Granstrom', 'Gabe Cronnelly', 'Patricia Franklin', 'Mark Donovan', 'Ricky Champ', 'Ken Bones', 'Edgar Wright', 'Peter Serafinowicz']",4,3.56,https://letterboxd.com//film/the-worlds-end/
World War Z,2013,Marc Forster,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale', 'Ludi Boeken', 'Matthew Fox', 'Fana Mokoena', 'David Morse', 'Elyes Gabel', 'Sterling Jerins', 'Peter Capaldi', 'Pierfrancesco Favino', 'Ruth Negga', 'Moritz Bleibtreu', 'Abigail Hargrove', 'Fabrizio Guido', 'David Andrews', 'John Gordon Sinclair', 'Grégory Fitoussi', 'Jane Perry', 'Lucy Russell', 'Mark Holden', 'Tim Berrington', 'Konstantin Khabenskiy', 'Michiel Huisman', 'Ann Ogbomo', 'Jonathan Howard', 'Mike Noble', 'Ernesto Cantu', 'Show All…', 'Vicky Araico', 'Graham Hornsby', 'Nick Bartlett', 'Kevin Kiely Jnr', 'Ruari Cannon', 'Ryen Perkins-Gangnes', 'Khalid Laith', 'Noa Bodner', 'Troy Glasgow', 'Julia Levy-Boeken', 'Lee Nicholas Harris', 'Assaf Ben-Shimon', 'Gil Cohen-Alloro', 'Yaniv Rokah', 'Shaul Ezer', 'Linoy Aynesaz', 'Efrat Avni', 'Maisam Masri', 'Renu Setna', 'Ori Pfeffer', 'Imran Mraish', 'Yousef Hayyan Jubeh', 'Josh Wingate', 'Richard Thomson', 'Ewan Ross', 'Song Xuan Ke', 'Christian Wong', 'Denis Ischenko', 'Nikola Đuričko', 'Elen Rhys', 'Paula Videniece', 'Doron Davidson', 'Lee Colley', 'Michael Jenn', 'Sarah Amankwah', 'Anna Biczik', 'Gábor Czap', 'Katalin Dombi', 'Enikö Fülöp', 'Istvan Karikas', 'Andrea Meszaros', 'Gergely Mészáros', 'Peter Molnár', 'Lambert Tóth', 'Roland Tzafetás', 'Jeno Radi', 'Adam Zambryzcki', 'Maddox Jolie-Pitt', 'Alma Rix']",2,3.01,https://letterboxd.com//film/world-war-z/
The Purge,2013,James DeMonaco,"['Ethan Hawke', 'Lena Headey', 'Max Burkholder', 'Adelaide Kane', 'Edwin Hodge', 'Rhys Wakefield', 'Arija Bareikis', 'Tony Oller', 'Tom Yi', 'Chris Mulkey', 'Tisha French', 'Dana Bunch', 'Peter Gvozdas', 'John Weselcouch', 'Alicia Vela-Bailey', 'David Basila', 'Nathan Clarkson', 'Boima Blake', 'Jesse Jacobs', 'Mickey Facchinello', 'Chester Lockhart', 'Tyler Osterkamp', 'Rj Wolfe', 'Aaron Kuban', 'Karen Strassman', 'Cindy Robinson']",nan,2.65,https://letterboxd.com//film/the-purge/
After Earth,2013,M. Night Shyamalan,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo', 'Zoë Kravitz', 'Glenn Morshower', 'Chris Geere', 'Diego Klattenhoff', 'Lincoln Lewis', 'David Denman', 'Jaden Martin', 'Kristofer Hivju', 'Sacha Dhawan', 'Matthew Andrews', 'Isabelle Fuhrman', 'Jon Mack', 'Darrell Foster']",1,1.71,https://letterboxd.com//film/after-earth/
The Hangover Part III,2013,Todd Phillips,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong', 'John Goodman', 'Mike Epps', 'Jeffrey Tambor', 'Melissa McCarthy', 'Heather Graham', 'Sasha Barrese', 'Jamie Chung', 'Sondra Currie', 'Gillian Vigman', 'Oliver Cooper', 'Mike Vallely', 'Grant Holmquist', 'Oscar Torre', 'Jonny Coyne', 'Silvia Curiel', 'Jim Lau', 'Lela Loren', 'Harrison Forsyth', 'Roger Schueller', 'Jenny Ladner', 'Scott Anthony Leet', 'Tim Sitarz', 'Betty Murphy', 'Danny Le Boyer', 'Show All…', 'Damion Poitier', 'Tiffany Tynes', 'Lewis Tan']",1,2.44,https://letterboxd.com//film/the-hangover-part-iii/
The Great Gatsby,2013,Baz Luhrmann,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan', 'Callan McAuliffe', 'Adelaide Clemens', 'Steve Bisley', 'Richard Carter', 'Jack Thompson', 'Vince Colosimo', 'Max Cullen', 'Mal Day', 'Charlize Skinner', 'Brendan Maclean', 'Kate Mulvany', 'Kahlia Greksa', 'Garrett William Fountain', 'David Furlong', 'Daniel Gill', 'Iota', 'Barry Otto', ""John O'Connell"", 'Ben McIvor', 'Brian Rooney', 'Gemma Ward', 'Show All…', 'Goran D. Kleut', 'Denning Isles', 'Ryan Cooper', 'Kate Rutherford', 'Heather Mitchell', 'Nick Tate']",2.5,3.31,https://letterboxd.com//film/the-great-gatsby-2013/
Star Trek Into Darkness,2013,J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Simon Pegg', 'John Cho', 'Benedict Cumberbatch', 'Anton Yelchin', 'Bruce Greenwood', 'Peter Weller', 'Alice Eve', 'Noel Clarke', 'Nazneen Contractor', 'Amanda Foreman', 'Jay Scully', 'Jonathan Dixon', 'Aisha Hinds', 'Joseph Gatt', 'Jeremy Raymond', 'Tony Guma', 'Kimberly Arland', 'Sean Blakemore', 'Nick E. Tarabay', 'Beau Billingslea', 'Deep Roy', 'Anjini Taneja Azhar', 'Jack Laufer', 'Katie Cockrell', 'Kellie Cockrell', 'Show All…', 'Jason Matthew Smith', 'Chris Hemsworth', 'Jennifer Morrison', 'Seth Ayott', 'Marco Sanchez', 'Lee Reherman', 'Scott Lawrence', 'Usman Ally', 'Nolan North', 'James Hiroyuki Liao', 'Rob Moran', 'Berit Francis', 'Akiva Goldsman', 'Benjamin P. Binswanger', 'Christopher Doohan', 'Andy Demetrio', 'Gianna Simone', 'Rene Rosado', 'Jacquelynn King', 'Long Tran', 'Ningning Deng', 'Jodi Johnston', 'Colleen Harris', 'Jeff Chase', 'Monisola Akiwowo', 'Paul K. Daniel', ""Ser'Darius Blain"", 'Heather Langenkamp', 'David C. Waite', 'Melissa Paulo', 'Cynthia Addai-Robinson', 'Drew Grey', 'Douglas Weng', 'Charlie Haugk', 'Max Chernov', 'Marc Primiani', 'Jesper Inglis', 'Jacob Rhodes', 'Kentucky Rhodes', 'Anthony Wilson', 'Eric Greitens', 'Melissa Steinman', 'Adam McCann', 'Jon Orvasky', 'Gerald W. Abrams', 'James McGrath', 'Brian T. Delaney', 'Arlen Escarpeta', 'Joe Moses', 'Kevin Michael Richardson', 'David Sobolov', 'Matthew Wood', 'Fred Tatasciore', 'Kiff VandenHeuvel', 'Audrey Wasilewski', 'Bill Hader', 'Britanni Johnson', 'Chris Gardner', 'Julianne Buescher', 'Joe Hanna', 'David Acord', 'Ellie Newlands', 'Candice Renee', 'Emily Towers', 'Gina Hirsch', 'Leonard Nimoy', 'Tom Archdeacon', 'Jon Lee Brody', 'Hiram A. Murray']",nan,3.28,https://letterboxd.com//film/star-trek-into-darkness/
Scary Movie 5,2013,Malcolm D. Lee,"['Ashley Tisdale', 'Simon Rex', 'Gracie Whitton', 'Ava Kolker', 'Molly Shannon', 'Josh Robert Thompson', 'Darrell Hammond', 'Marisa Saks', 'Dylan Morris', 'Ryan Morris', 'Lidia Porto', 'Snoop Dogg', 'Mac Miller', 'Erica Ash', 'J.P. Manoux', 'Marianne Hammock', 'Terry Crews', 'Tyler Posey', 'Sarah Hyland', 'Shad Moss', 'Katrina Bowden', ""Christopher 'Critter' Antonucci"", 'Scot Nery', 'Ben Cornish', 'Katt Williams', 'Heather Locklear', 'Lewis Thompson', 'Charlie Sheen', 'Lindsay Lohan', 'Show All…', ""Jerry O'Connell"", 'Jamie Elizabeth Kelton', 'Macsen Lintz', 'John Atwood', 'Lane Carlock', 'Shereé Whitfield', 'Angela Raiola', 'Lil Duval', 'Angie Stone', 'Jasmine Guy', 'Ashley LeConte Campbell', 'Kate Walsh', 'Usher', 'Mike Tyson', 'Clifton Guterman', 'Anna Skidanova', 'Clayton Landey', 'Scott Rousseau', 'Maui Tisdale', 'Aaron Beelner', 'Faith Blankenship', 'Jwaundace Candece', 'Catherine A. Cospelich', 'Kendrick Cross', 'Moses Das', 'Elizabeth Davidovich', 'Mariama Diallo', 'Chris Durfy', 'Jeff Glover', 'Jon Gould', 'Rory Healy', 'Leigh Hennessy', 'Amanda Jelks', 'Angela Kerecz', 'Nikki Lashae', 'Audrina Patridge', 'Zoe Pessin', 'Joel Rogers', 'Sandy Simmons', 'Dathan Thigpen', 'Amanda Topper', 'Kathy Walton', 'Memi West', 'Emily Chandler Westergreen', 'Kendra Wilkinson', 'David Zucker']",nan,1.51,https://letterboxd.com//film/scary-movie-5/
Oblivion,2013,Joseph Kosinski,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo', 'Zoë Bell', 'Abigail Lowe', 'Isabelle Lowe']",nan,3.05,https://letterboxd.com//film/oblivion-2013/
